Account	learn	biden	global	week	read	find	inflation	years	than	win	vote	fifaworldcup	america	these	why	every	full	women	game	american	americans	energy	great	should	them	climate	join	president	live	tickets	must	business	some	change	family	report	act	families	action	season	country	future	latest	cup	across	city	thank	community	democrats	proud	way	know	two	her	which	continue	leaders	companies	many	look	working	right	financial	its	united	most	let	communities	congress	may	house	market	down	digital	those	economy	best	believe	keep	health	would	service	only	big	while	want	goal	because	protect	investment	before	bank	together	growth	being	made	businesses	don	match	state	second	training	nation	china	much	industry	investors	part	round	where	tonight	three	december	ahead	head	end	well	chance	crisis	election	christmas	other	key	plan	states	available	law	everyone	start	check	esg	birthday	third	share	fight	prices	saturday	had	free	were	bill	under	half	another	access	members	life	month	congratulations	impact	honor	could	place	border	below	even	leadership	come	group	never	better	economic	security	away	goals	covid	veterans	high	sale	senate	top	love	around	club	call	luck	fans	online	small	thanks	long	league	national	hard	forward	tomorrow	give	markets	ceo	sustainability	tech	lives	insights	during	kick	making	technology	lads	safe	chief	administration	spending	very	stop	tax	open	thanksgiving	friday	power	still	always	discuss	hope	data	democracy	meet	face	going	news	got	football	again	hear	days	money	party	ticket	black	jobs	rights	coming	opportunity	november	opportunities	since	ready	colleagues	also	celebrate	care	challenges	public	risk	history	grateful	getting	office	apply	create	lead	stand	ever	million	young	sure	use	app	put	costs	solutions	break	night	joe	starts	looking	until	visit	real	shares	progress	card	food	military	ensure	quarter	store	tune	research	she	clients	weekend	local	think	fighting	innovation	stadium	left	oil	explore	special	story	behind	international	post	partner	friends	won	cost	violence	republicans	government	zero	stay	own	social	leader	pay	does	capital	federal	information	too	republican	secure	listen	net	ends	both	afternoon	each	needs	click	equity	players	doing	save	fixture	ways	strong	important	friend	rates	commitment	sustainable	workers	program	final	number	potential	evening	journey	january	any	build	holiday	strategy	term	transition	done	four	clear	services	helping	policy	infrastructure	excited	side	trip	return	sunday	list	annual	former	yet	friendly	children	details	critical	bipartisan	value	player	bring	said	student	him	line	say	loved	become	trends	session	experience	play	yesterday	set	supporters	deal	continues	white	historic	pandemic	camp	same	comes	underway	based	employees	income	draw	congrats	celebrating	following	past	between	drive	resources	lower	far	starting	record	squad	already	welcome	park	loan	honored	supply	wishing	victory	including	provide	show	took	morning	pass	things	men	increase	campaign	company	taking	lost	low	rising	recent	role	leading	road	means	did	job	education	organizations	career	reduce	conference	everything	joined	school	issues	elections	achieve	less	close	winning	further	grow	political	able	step	general	buy	building	shop	five	winter	remember	generation	changes	gift	few	once
SteveScalise	0	45	0	2	0	0	22	12	11	2	1	0	18	3	4	6	7	0	2	13	13	12	3	6	6	1	1	1	0	0	1	0	1	1	8	1	4	13	1	0	5	1	0	0	5	0	4	0	3	1	6	5	5	6	0	0	2	0	1	1	4	7	0	0	0	1	20	2	6	0	11	1	3	0	1	1	0	1	2	0	7	0	2	7	4	7	0	7	0	0	1	0	0	0	3	4	2	6	0	5	0	0	4	1	2	3	0	0	0	2	1	0	0	0	0	3	0	0	8	3	0	6	0	3	0	0	5	13	2	1	0	0	0	0	1	14	0	3	3	5	7	5	1	8	0	0	2	2	1	1	1	0	1	15	0	6	0	0	0	3	0	2	0	2	0	3	0	17	0	2	1	0	0	0	3	0	0	0	1	0	4	0	1	1	0	0	0	0	0	0	5	0	0	0	0	5	0	0	1	0	8	2	0	2	4	2	1	0	1	2	2	0	2	0	1	0	0	7	1	1	0	6	2	0	3	2	0	0	0	1	8	0	0	0	1	0	3	1	1	4	0	1	0	0	1	4	3	0	0	0	2	0	4	0	0	2	0	1	4	0	0	1	5	0	0	0	1	2	0	0	0	4	0	0	0	0	0	1	1	0	0	1	2	1	0	0	11	18	0	0	1	1	0	1	0	3	6	0	2	11	3	0	0	2	0	1	3	1	0	1	1	0	7	5	0	0	3	2	0	0	1	0	0	0	9	0	0	0	0	1	2	2	1	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	1	0	11	1	1	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	2	5	0	2	1	0	0	0	0	1	1	0	0	1	0	1	0	2	0	3	0	0	0	0	1	0	0	1	3	1	0	2	1	2	2	0	3	0	2	0	0	2	1	2	2	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	2	0	1	0	0	0	5	0	0	2	0	8	1	0	0	2	0	0	0	0	0	0	1	0	1	2
SenRickScott	1	12	1	0	2	0	8	0	4	0	2	0	3	10	6	12	6	7	0	8	11	1	0	5	9	0	1	2	8	0	15	5	1	0	5	3	11	16	1	1	3	3	0	0	1	0	4	1	9	3	1	4	1	0	2	2	3	2	2	0	1	3	0	6	5	1	3	4	5	1	3	0	0	0	3	4	2	0	6	0	4	8	2	3	9	4	0	4	5	0	4	3	1	1	3	2	3	2	0	6	1	0	3	10	3	0	0	0	0	1	0	0	1	0	0	9	0	0	6	0	0	0	0	2	5	0	3	0	1	0	0	2	0	0	2	2	0	0	1	1	6	2	1	3	0	10	0	3	0	0	1	2	2	4	0	1	1	1	0	7	1	0	6	0	0	8	0	0	0	3	1	0	2	0	2	0	0	0	3	1	0	0	5	3	3	0	2	0	0	0	2	7	0	0	0	2	0	0	5	1	3	15	0	14	3	2	4	0	1	7	3	1	0	1	3	1	6	1	0	3	0	1	3	0	5	7	0	0	7	6	1	2	4	0	1	0	2	0	0	0	0	2	0	1	2	0	1	0	1	0	8	3	1	1	1	0	0	3	3	0	0	0	0	1	0	1	1	1	0	0	0	1	15	2	0	0	1	0	0	0	0	2	2	16	0	0	2	1	0	1	2	1	0	0	0	1	2	1	1	2	6	0	0	0	0	0	2	1	0	6	0	2	0	2	0	0	0	0	0	0	2	0	0	0	5	2	0	0	2	2	1	1	0	0	3	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	2	0	0	1	1	0	0	0	1	0	1	0	0	2	0	3	0	1	2	0	0	0	0	0	0	2	1	2	1	0	0	0	0	2	0	0	2	0	3	0	0	0	3	0	0	0	1	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	5	1	7	0	0	1	2	3	0	2	0	1	0	0	4	1	4	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	1	0	0	1	0
SenTomCotton	0	30	0	0	1	2	3	6	3	4	6	0	19	4	7	7	1	2	0	9	20	3	2	17	7	0	0	12	0	0	9	1	1	1	1	0	3	1	0	0	4	0	0	0	0	1	3	0	8	1	1	3	0	7	1	3	5	2	2	2	5	6	0	1	7	1	3	2	1	4	1	0	1	0	3	2	2	0	3	0	9	4	3	0	4	0	0	5	1	0	1	0	0	0	0	2	0	1	0	4	0	3	4	12	2	0	0	0	0	0	0	2	0	3	0	1	0	1	6	0	0	2	0	0	5	0	3	1	1	0	3	0	0	0	0	2	0	1	2	4	9	1	0	0	2	0	1	1	2	0	2	1	1	9	0	3	1	3	0	7	1	1	3	1	0	0	2	3	0	2	0	0	1	0	1	1	0	0	0	0	3	0	4	1	1	1	1	0	0	0	1	2	0	0	0	1	0	0	4	0	4	0	1	7	0	0	2	0	0	1	1	0	0	2	0	0	1	1	0	1	0	3	0	0	1	2	0	0	0	1	1	0	0	0	0	0	1	1	2	1	1	1	2	1	2	2	0	0	0	0	0	0	2	1	0	1	1	4	1	0	1	1	14	0	0	1	0	1	0	0	0	0	4	2	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	2	1	1	3	0	0	4	0	0	0	1	0	3	0	1	1	3	0	0	0	1	0	1	5	0	0	0	0	1	0	0	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	1	2	0	6	0	1	2	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	7	0	3	1	0	5	0	2	1	0	0	2	1	0	1	2	0	1	1	0	3	1	2	1	0	0	0	0	0	1	0	2	2	0	0	2	0	1	1	0	0	2	0	2	0	0	1	0	2	0	2	2	0	1	0	0	0	2	0	1	0	0	0
JohnCornyn	2	14	0	1	0	1	1	3	2	0	1	0	2	3	1	0	0	1	0	2	2	3	3	2	1	1	2	9	0	0	1	2	1	0	1	0	0	3	0	0	3	0	0	0	2	3	0	0	1	3	1	1	1	2	1	3	0	2	0	0	1	1	0	9	2	3	0	0	1	0	0	1	1	0	1	1	1	0	1	0	3	0	0	0	3	2	0	1	0	0	0	1	1	0	1	1	0	2	1	2	0	0	2	7	0	1	1	0	0	0	1	2	0	0	0	1	0	0	2	0	0	4	0	1	2	0	2	0	0	0	0	0	1	0	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	4	0	7	0	2	0	0	0	0	0	1	3	1	0	2	1	2	0	2	0	0	0	0	0	1	0	0	0	1	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	1	5	2	2	0	0	3	6	0	0	0	0	2	0	1	0	0	1	3	2	3	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	1	1	0	1	2	0	0	0	1	3	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	3	0	0	0	0	1	1	1	2	0	0	0	2	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	1	0	1	0	1	1	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0
SenMikeLee	2	2	0	1	2	0	9	0	1	1	2	0	1	5	0	4	1	3	0	6	2	2	5	7	3	0	3	3	0	0	2	6	3	0	2	2	11	4	1	1	2	3	0	0	0	0	3	2	6	1	4	0	1	2	2	7	5	1	0	0	2	1	5	3	3	1	2	1	3	2	2	0	0	1	3	2	5	0	3	0	3	1	1	1	0	4	0	3	4	0	0	0	2	0	2	1	2	2	0	3	2	0	1	1	2	2	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	1	0	0	3	0	2	0	2	1	0	1	0	1	2	0	0	4	0	0	4	0	0	2	1	2	1	1	1	0	3	0	2	1	0	0	0	0	0	3	1	0	5	1	0	2	0	1	0	3	0	0	2	0	1	0	0	0	0	1	1	0	5	1	0	0	1	1	0	0	4	1	0	2	0	3	0	0	1	0	1	6	0	2	0	3	0	0	0	5	1	4	2	0	0	5	0	0	4	0	0	0	1	1	1	1	0	0	1	1	0	3	0	1	1	0	3	0	0	1	2	0	0	0	6	0	2	0	1	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	1	1	0	0	0	2	1	2	2	0	0	0	0	0	0	1	2	0	5	0	1	2	2	0	9	0	0	0	0	0	3	2	0	6	2	3	1	1	0	0	0	0	0	0	0	2	0	0	6	0	0	1	1	1	2	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	3	0	1	0	0	0	1	0	0	2	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	2	0	0	4	0	0	0	1	3	0	1	0	3	2	2	1	1	0	0	1	0	0	0	0	1	0	0	0	0	3	1	1	2	0	1	1	1	2	0	0	2	1	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0
VP	3	3	0	2	0	2	2	7	6	1	5	1	7	5	1	7	1	6	0	7	14	3	1	4	6	3	3	11	1	0	6	2	1	0	3	0	6	7	2	4	2	3	0	1	2	0	4	8	0	5	4	0	1	4	2	9	9	0	2	3	3	3	0	2	12	1	3	4	1	0	3	0	2	0	6	3	1	1	0	2	0	8	1	1	3	0	0	3	7	0	5	0	3	4	0	7	3	1	0	2	0	0	14	1	4	0	0	2	0	2	0	2	0	0	1	2	1	0	3	3	0	2	2	4	12	0	4	1	0	0	0	1	1	0	3	1	2	1	4	5	0	1	0	1	2	2	0	0	4	0	9	0	0	0	0	1	3	2	0	1	4	14	2	0	0	10	7	3	0	0	0	1	0	0	1	0	0	0	5	0	3	0	2	0	3	0	0	0	1	0	0	3	0	1	0	2	1	0	4	0	7	0	0	5	0	3	3	0	1	2	1	1	0	2	4	3	0	1	3	0	0	2	0	1	0	0	0	0	1	4	0	2	2	0	2	0	0	1	4	4	0	0	0	2	3	4	0	0	1	1	3	1	2	1	0	0	0	0	5	1	0	2	0	0	0	1	4	0	0	3	0	0	1	0	0	1	1	0	1	0	2	2	1	3	0	0	1	0	0	1	0	0	7	0	4	0	0	2	5	2	2	0	2	1	0	0	1	0	0	0	1	0	2	1	0	0	1	0	1	2	0	0	0	1	0	0	0	3	0	2	0	1	7	0	3	0	0	0	0	0	0	1	1	3	5	0	0	0	0	0	5	0	1	1	1	0	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	4	4	4	0	0	0	1	0	0	0	0	2	4	0	0	0	1	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	3	0	0	3	0	0	2	0	3	3	0	1	1	0	0	0	0	0	1	0	3	0	0	0	0	2	1	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	2	2	0	0	0	2	2	0	2	1	0	0	1	2
KamalaHarris	1	2	0	4	0	9	10	2	2	3	41	0	3	6	0	8	0	4	0	4	11	2	3	3	2	3	2	15	2	0	2	2	0	0	3	0	12	4	0	0	10	1	0	0	8	0	4	1	12	0	1	5	5	0	0	2	1	0	0	0	4	10	0	1	4	3	4	1	7	1	4	0	4	0	0	2	1	1	4	7	1	3	7	3	0	1	0	2	7	1	6	0	2	0	1	5	1	1	1	2	0	0	2	0	2	0	0	0	0	6	0	0	4	0	6	0	0	2	2	16	0	1	0	23	7	0	10	4	1	1	0	1	0	0	14	2	1	0	1	0	0	1	1	0	2	1	0	3	2	0	1	1	8	0	0	0	0	0	2	0	1	1	4	2	0	0	1	2	0	9	0	3	1	0	2	0	0	0	3	3	1	0	2	0	2	3	3	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	2	1	5	1	0	4	2	1	0	0	0	8	0	0	3	0	0	0	0	0	15	0	0	0	2	6	6	0	2	3	0	1	0	0	0	0	4	0	1	1	3	0	3	1	3	4	2	6	1	4	0	4	0	0	2	10	0	0	0	1	0	1	7	5	0	0	4	0	0	0	3	0	0	2	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	2	0	3	0	2	4	1	1	2	4	0	0	0	0	0	1	0	7	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	3	0	2	0	0	0	1	1	2	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	4	0	1	0	0	0	0	2	0	1	0	2	0	4	4	0	0	2	1	3	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	5	1	1	0	0	2	0	0	2	0	0	0	0	2	2	0	1	1	2	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	2	1	1	7	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0
MichelleObama	7	0	2	4	4	1	0	5	2	0	9	0	0	10	1	13	0	8	1	1	1	1	4	0	9	0	10	0	0	2	0	1	10	1	4	0	0	1	3	2	5	3	0	0	2	1	11	7	0	8	2	6	1	3	1	3	1	0	7	2	3	0	0	0	1	2	6	2	0	1	4	0	0	0	5	0	0	5	4	1	1	2	2	1	1	7	0	1	0	0	0	0	9	0	0	1	0	0	0	0	0	1	0	0	8	0	0	4	1	1	5	3	0	1	2	0	0	0	0	6	0	1	0	6	1	0	0	6	2	6	0	1	0	11	1	0	0	6	0	3	0	0	0	2	2	1	4	2	0	1	1	1	2	0	1	5	1	5	1	1	3	0	0	1	0	0	1	2	1	0	1	9	6	0	2	0	0	0	1	4	0	0	4	2	1	1	3	0	0	0	0	3	0	3	2	5	0	0	0	0	0	0	0	1	0	1	1	0	4	1	5	0	17	0	1	1	0	1	0	1	0	1	6	0	0	1	1	3	0	0	4	0	0	0	0	2	0	0	1	0	0	2	0	1	4	0	0	1	2	0	1	3	0	8	3	0	0	0	0	0	0	5	0	0	2	0	4	1	0	0	0	6	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	3	5	1	0	0	0	7	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0	4	0	0	2	0	0	0	1	3	0	0	3	0	0	0	0	4	1	2	4	0	0	0	0	2	0	1	1	0	4	0	2	0	2	0	0	0	0	1	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	1	1	2	0	0	1	0	2	1	0	0	0	4	0	1	0	1	1	0	0	0	0	1	2	1	1	1	0	0	0	0	1	1	0	1	1	0	2	0	0	0	1	0	5	0	7	1	0	0	0	0	0	3	0	1	1	0	0	1	0	1	0	3	1	0	2	0	1	0	0	2	3	2	1	3	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	2	1	0	1	1	0
SpeakerPelosi	1	4	4	1	6	0	1	1	1	0	1	0	19	6	1	8	6	1	0	3	10	7	6	1	5	19	13	14	3	0	7	0	0	0	4	1	11	11	7	1	5	8	1	1	8	2	4	4	9	2	4	4	1	3	2	9	7	0	10	2	6	5	0	3	5	2	2	14	19	4	14	0	4	0	5	1	0	0	0	6	0	5	0	0	3	0	0	1	4	1	0	0	6	1	2	2	1	0	0	2	0	0	13	0	0	0	0	2	0	3	0	1	0	2	0	2	5	0	9	1	1	4	1	2	5	0	13	0	0	1	0	1	0	1	9	0	0	1	1	0	1	5	0	0	3	8	3	0	2	0	8	0	0	0	0	0	13	5	1	3	1	2	4	3	0	0	5	1	0	3	0	4	2	1	1	0	0	0	1	4	2	0	2	2	6	1	1	0	0	0	0	4	0	4	0	1	0	0	0	0	2	0	2	1	2	0	2	0	1	1	4	4	0	0	7	5	0	0	1	1	0	3	0	3	0	1	0	0	8	5	0	4	1	0	2	2	2	2	3	4	0	5	0	2	5	1	0	0	2	4	2	1	3	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	0	8	0	0	2	3	0	0	0	1	1	0	0	1	0	3	0	0	2	0	0	0	2	4	1	0	0	1	0	1	6	1	1	0	0	0	0	3	0	0	0	5	0	2	2	2	0	0	0	1	0	4	2	0	2	0	0	3	0	0	4	0	0	0	3	1	2	0	2	0	0	0	0	2	0	4	0	0	0	2	1	0	0	1	0	0	5	0	0	0	0	0	0	0	1	0	0	6	0	1	2	0	0	0	1	0	0	0	0	4	2	0	0	0	2	1	1	0	0	4	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	1	0	1	2	0	0	0	0	0	2	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	2	1	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	1	3	0	0	0	2
HillaryClinton	0	1	0	1	0	4	1	5	3	3	19	0	0	6	1	5	1	32	0	0	3	0	3	6	5	1	15	3	3	0	5	0	2	5	1	0	0	3	2	2	3	4	0	0	2	0	3	1	4	0	2	3	3	11	0	2	2	0	0	0	3	1	0	2	1	3	4	1	0	0	2	0	1	0	1	3	2	2	2	6	0	2	2	2	3	1	0	3	6	0	3	0	2	0	3	3	0	2	1	6	0	0	3	0	2	0	0	1	0	3	2	3	1	0	2	0	2	5	1	8	0	1	0	2	0	0	0	4	0	2	0	2	0	3	5	0	0	4	0	0	3	1	2	2	5	1	3	2	3	0	2	1	1	0	0	0	2	1	0	2	1	0	3	2	0	0	1	1	0	6	1	0	2	0	2	0	0	0	0	5	0	0	2	2	0	4	0	0	0	0	0	3	0	0	0	1	0	0	1	0	1	1	1	1	0	2	1	1	7	2	3	0	1	0	9	0	0	1	1	2	0	2	0	1	2	3	0	2	2	15	1	0	1	0	2	0	0	3	3	10	0	4	0	1	1	1	1	2	2	2	0	2	1	2	4	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	2	0	1	0	0	8	0	2	1	1	3	0	0	0	0	0	0	2	1	0	0	2	1	4	0	5	5	0	1	1	1	3	0	1	1	0	1	0	2	2	0	1	0	0	0	0	1	0	0	0	0	2	3	0	0	0	1	5	0	0	0	0	1	0	0	0	0	3	1	1	0	1	0	0	0	1	0	2	0	0	0	0	3	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	2	0	2	1	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	1	2	1	0	0	1	0	0	2	0	0	3	2	0	1	0	0	0	0	4	1	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	2	0	1	0	0	0	0	1	2	1	0	0	1	2	2	0	0	2	0	1	2	2
BillClinton	0	0	3	4	1	0	1	11	5	1	8	0	11	3	3	5	0	3	1	4	1	2	4	4	2	8	7	5	2	0	3	1	2	6	4	1	2	2	5	1	5	8	0	0	5	1	4	2	0	6	2	4	2	4	2	6	2	0	8	2	2	2	1	1	1	6	5	1	2	0	3	1	3	0	8	2	5	2	0	4	0	6	1	2	2	0	0	2	4	0	4	0	12	0	1	5	0	2	1	2	1	0	5	0	4	0	0	0	1	4	1	1	0	2	0	1	0	6	2	3	0	1	0	4	1	1	2	2	0	0	0	4	0	0	5	4	0	2	1	4	1	1	1	1	4	0	9	0	5	0	0	1	0	0	0	2	3	4	0	1	4	0	3	1	0	2	0	1	0	2	0	0	4	0	2	0	2	0	1	5	2	0	0	2	3	1	2	0	0	0	0	4	0	1	1	1	0	0	0	0	0	1	2	1	0	0	1	0	0	1	2	1	6	0	2	1	4	1	0	1	0	1	1	1	0	1	1	1	3	4	2	1	0	0	1	3	0	2	0	1	5	1	1	3	10	0	0	0	1	0	0	3	1	0	1	1	0	2	1	3	0	1	0	0	1	0	1	1	0	6	0	3	2	1	0	1	2	2	0	0	0	0	0	2	1	0	1	0	0	3	1	1	1	0	0	2	1	2	2	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	2	0	0	3	0	1	2	0	0	0	2	0	0	0	0	2	4	0	1	1	3	0	0	1	0	1	0	0	2	3	0	0	0	0	2	0	2	0	1	0	1	2	0	0	1	0	1	0	1	1	0	4	0	1	0	0	1	1	0	0	7	0	0	5	3	0	0	0	0	1	0	0	1	2	1	2	1	0	3	0	0	1	0	1	0	0	1	0	1	0	0	1	2	1	0	0	0	1	0	0	0	1	0	2	2	2	0	0	0	1	1	3	0	0	2	0	0	4	2	0	1	1	2	0	0	1	3	0	1	0	2	0	1	0	1	1	0	0	3	1	0	0	3	0	2	1	0	0	2	0	0	1	2	0	0	2	0	0
ericswalwell	1	1	0	0	0	0	2	3	1	1	3	0	0	1	4	4	0	1	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	1	1	2	0	0	5	0	0	0	0	0	0	2	1	0	3	0	0	0	1	3	0	1	0	1	0	2	0	1	0	4	0	0	0	6	1	0	0	0	0	0	5	0	0	0	0	1	0	1	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	3	0	0	1	0	0	1	0	0	1	0	2	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	2	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	7	0	0	1	3	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	7	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CoryBooker	0	1	1	2	0	1	0	5	6	3	16	0	2	1	1	3	1	1	0	5	3	2	5	2	2	1	5	1	5	0	6	2	5	2	0	0	3	1	1	0	4	1	0	2	1	1	4	3	5	4	3	5	2	9	1	10	1	0	5	0	2	3	0	1	1	3	2	1	2	22	1	0	3	0	5	0	3	2	3	1	1	3	1	0	0	1	0	5	3	1	0	0	2	2	11	1	0	3	0	4	0	0	1	0	4	0	0	2	0	3	1	0	0	0	0	1	3	0	0	8	0	8	1	1	1	0	1	3	1	0	0	1	0	4	0	0	0	1	0	1	1	0	0	4	1	0	1	0	6	0	0	1	3	0	0	1	1	4	0	5	4	0	0	2	0	0	2	0	0	8	0	21	2	0	1	0	0	0	3	0	2	0	1	4	2	1	6	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	3	1	0	2	0	7	5	6	0	5	0	1	0	3	1	1	0	0	1	1	6	1	0	0	1	0	4	1	1	0	0	0	1	1	2	1	2	3	2	0	2	7	0	0	0	0	2	3	1	0	1	1	1	0	2	0	0	0	2	0	0	1	1	0	1	0	3	0	0	0	1	0	0	0	0	6	0	0	0	1	2	0	0	0	0	0	1	4	0	0	0	1	0	2	1	2	0	0	0	2	1	0	3	1	0	0	0	1	3	1	1	0	0	0	1	0	4	2	0	0	1	1	0	0	0	0	2	9	0	2	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	1	0	2	0	0	0	1	3	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	1	2	0	6	1	2	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	3	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
